user_id,keyword,weight
39,NCC,19
92,애플,30
0,도로,29
73,포스코,5
82,가상계좌,23
96,아파트,17
44,NCC,11
95,증권가,23
58,애플,26
9,매수,12
77,코스피,15
50,NCC,19
19,나스닥,30
84,대출,9
84,도로,4
30,공시가,3
53,국제선,24
72,TSMC,20
78,엔비디아,21
65,국내증시,28
33,FOMC,1
22,가공식품,9
46,반도체,22
97,포스코,24
58,국내증시,5
33,나스닥,20
30,대출,5
39,품목,8
36,코스피,22
6,김치프리미엄,15
25,포스코,4
34,매수,2
0,나스닥,17
69,ETF,1
82,아파트,7
93,토스,27
54,엔비디아,22
89,LG전자,16
15,애플,16
54,대출,28
16,대출,13
76,국내증시,2
6,코스피,25
86,ETF,24
4,코스피,6
67,가공식품,30
80,NCC,21
78,도로,25
16,매수,15
38,가공식품,13
30,김치프리미엄,19
47,매수,12
16,증권가,28
43,토스,7
56,포스코,8
76,LG전자,29
35,도로,28
42,TSMC,30
65,반도체,3
43,코스피,5
48,NCC,5
54,TSMC,19
93,나스닥,10
75,나스닥,30
69,아파트,16
59,나스닥,25
88,가공식품,27
43,매수,18
26,서울살이기준금리,7
43,도로,4
57,포스코,18
32,국내증시,22
83,TSMC,17
30,가공식품,23
45,아파트,29
41,대출,1
79,나스닥,13
36,트럼프,17
36,TSMC,8
76,TSMC,22
22,FOMC,19
38,가상계좌,1
25,반도체,28
87,트럼프,15
80,국내증시,25
50,엔비디아,14
89,NCC,18
71,공시가,12
2,포스코,18
50,ETF,33
37,FOMC,11
68,가상계좌,2
1,TSMC,6
24,매수,30
65,공시가,17
48,TSMC,4
28,김치프리미엄,10
20,공시가,18
21,ETF,10
43,ETF,13
88,토스,12
10,대출,2
98,매수,10
85,FOMC,8
69,서울살이기준금리,3
66,반도체,25
25,김치프리미엄,19
47,토스,18
17,LG전자,6
39,토스,9
55,토스,12
35,증권가,15
39,애플,28
21,국내증시,20
10,가공식품,23
12,대출,23
67,토스,15
65,나스닥,3
51,대출,6
50,LG전자,16
92,나스닥,14
13,ETF,27
31,코스피,5
59,김치프리미엄,12
72,김치프리미엄,21
58,가상계좌,21
71,애플,31
51,품목,4
13,반도체,8
43,품목,10
22,포스코,21
14,포스코,22
34,아파트,5
86,대출,12
58,도로,25
68,엔비디아,24
99,나스닥,9
33,코스피,15
76,포스코,9
83,나스닥,10
59,애플,24
97,엔비디아,6
46,국제선,1
18,증권가,7
26,코스피,27
99,국내증시,26
60,코스피,26
4,NCC,10
3,대출,11
74,코스피,16
48,서울살이기준금리,14
72,엔비디아,2
44,품목,14
76,FOMC,25
80,트럼프,3
31,국제선,3
74,아파트,25
92,국내증시,17
16,아파트,12
91,NCC,21
70,FOMC,20
57,서울살이기준금리,6
7,NCC,15
61,증권가,15
53,매수,14
32,김치프리미엄,6
63,애플,8
47,FOMC,15
90,김치프리미엄,6
48,국제선,1
19,코스피,14
67,포스코,1
29,엔비디아,29
29,FOMC,28
95,나스닥,17
87,가상계좌,26
59,반도체,12
76,품목,14
82,토스,30
0,공시가,25
39,나스닥,7
22,매수,8
66,공시가,22
9,NCC,21
9,품목,14
63,TSMC,4
85,LG전자,17
95,서울살이기준금리,3
54,코스피,14
6,ETF,18
24,나스닥,3
33,품목,18
83,트럼프,28
59,매수,25
0,반도체,9
83,공시가,28
17,가공식품,5
6,서울살이기준금리,25
28,매수,18
58,증권가,4
11,토스,11
82,ETF,5
34,반도체,2
32,FOMC,21
95,코스피,28
58,대출,15
52,코스피,10
78,ETF,10
78,국내증시,7
81,매수,8
57,매수,29
83,ETF,3
83,코스피,20
99,대출,23
32,아파트,17
51,트럼프,4
41,김치프리미엄,15
23,토스,1
71,국내증시,11
35,NCC,26
46,가상계좌,24
66,아파트,23
6,트럼프,26
37,애플,25
31,엔비디아,9
4,품목,19
77,가상계좌,6
15,FOMC,30
45,공시가,22
14,TSMC,23
68,공시가,15
57,김치프리미엄,18
89,가상계좌,27
1,토스,23
72,애플,24
97,서울살이기준금리,17
14,국내증시,16
90,국내증시,1
2,엔비디아,9
70,나스닥,5
91,품목,14
85,김치프리미엄,24
47,ETF,19
70,대출,12
68,아파트,3
34,트럼프,28
19,품목,28
58,NCC,11
21,공시가,2
33,LG전자,15
96,가공식품,16
97,매수,11
56,엔비디아,8
9,포스코,12
5,국내증시,4
30,반도체,22
11,도로,11
32,반도체,27
60,나스닥,19
28,대출,18
63,나스닥,17
18,국내증시,16
28,애플,15
98,아파트,2
65,TSMC,9
25,대출,21
35,아파트,11
19,토스,28
34,국제선,17
77,애플,13
69,김치프리미엄,13
45,ETF,3
57,트럼프,22
93,품목,25
96,NCC,6
8,공시가,14
74,FOMC,16
34,김치프리미엄,20
45,토스,26
11,증권가,19
30,아파트,12
14,FOMC,7
1,가공식품,26
74,가공식품,20
54,공시가,15
62,반도체,16
7,대출,26
72,국제선,28
67,가상계좌,6
58,품목,18
28,가공식품,23
73,반도체,21
68,국내증시,3
94,증권가,12
28,가상계좌,9
25,FOMC,33
13,대출,5
18,TSMC,30
47,도로,19
7,애플,5
60,엔비디아,10
45,TSMC,11
83,대출,7
94,가상계좌,6
8,코스피,20
25,트럼프,15
